Coffee,Pint,Banana,Cornwall,Plane,Dental,Wrist,CT_head,CT_chest,CT_abdomen,Cosmic,Altitude,living_plant,nuclear_worker,uk_limit,long_flight
0.0000299,0.00000345,0.0001,0.016,0.0015,0.005,0.001,1.4,6.6,10,2.3,0,0.013,0.5,20,0.065
